epoch,dice_coef,loss,val_dice_coef,val_loss
0,0.04946814849972725,0.8673422336578369,0.11789139360189438,0.7513141632080078
1,0.12282056361436844,0.7574732899665833,0.27216869592666626,0.5789953470230103
2,0.1899033933877945,0.6678969860076904,0.298278272151947,0.6195235252380371
3,0.2358892858028412,0.6182336211204529,0.33402708172798157,0.590005099773407
4,0.28451356291770935,0.5627285242080688,0.33253228664398193,0.5511152148246765
5,0.31615015864372253,0.5242099165916443,0.35938817262649536,0.5111722350120544
6,0.3504112660884857,0.48982977867126465,0.4172542691230774,0.5007368326187134
7,0.375021755695343,0.4605925679206848,0.4741642475128174,0.42556652426719666
8,0.3781258165836334,0.46517443656921387,0.4641169011592865,0.4292275309562683
9,0.3953890800476074,0.4438612163066864,0.4342211186885834,0.4243236780166626
10,0.4102449417114258,0.4292605519294739,0.38768428564071655,0.5027086734771729
11,0.43532276153564453,0.40611734986305237,0.4909680485725403,0.40184980630874634
12,0.44347310066223145,0.39551103115081787,0.429579496383667,0.4329964518547058
13,0.4481746256351471,0.387582927942276,0.4716353416442871,0.39875057339668274
14,0.47832345962524414,0.36070409417152405,0.49010831117630005,0.40226781368255615
15,0.4874139130115509,0.3521008789539337,0.5377436876296997,0.36644166707992554
16,0.46889424324035645,0.36960849165916443,0.4894973635673523,0.4174061715602875
17,0.5046383142471313,0.3353429138660431,0.48684757947921753,0.42752572894096375
18,0.5134859681129456,0.32884401082992554,0.5503044724464417,0.3551251292228699
19,0.5301420092582703,0.3098684847354889,0.5166864991188049,0.37663984298706055
20,0.5353351831436157,0.3091970682144165,0.5636591911315918,0.3260699510574341
21,0.5340127944946289,0.30371159315109253,0.4992610514163971,0.397553026676178
22,0.5763319730758667,0.26539507508277893,0.5639553666114807,0.34173348546028137
23,0.5816794037818909,0.26236847043037415,0.5390625,0.35740819573402405
24,0.5772386193275452,0.26834821701049805,0.526938259601593,0.3687390089035034
25,0.5915914177894592,0.24970348179340363,0.5732901692390442,0.34933409094810486
26,0.5979837775230408,0.24587316811084747,0.6191262602806091,0.30224084854125977
27,0.6289088129997253,0.21980822086334229,0.6270074248313904,0.2781620919704437
28,0.6083370447158813,0.24006205797195435,0.5945813655853271,0.2838493585586548
29,0.6389745473861694,0.21197465062141418,0.6301595568656921,0.273997962474823
30,0.6420301795005798,0.20265984535217285,0.6345115900039673,0.2625640034675598
31,0.6567881107330322,0.19504618644714355,0.5722992420196533,0.3307371437549591
32,0.6476535797119141,0.20212896168231964,0.6302015781402588,0.2827991545200348
33,0.6632091999053955,0.1882053017616272,0.5985116362571716,0.2922951281070709
34,0.6664178371429443,0.18536092340946198,0.6104270815849304,0.298668771982193
35,0.6797360181808472,0.1715695559978485,0.594433605670929,0.30096378922462463
36,0.6898120045661926,0.1651858240365982,0.6268436908721924,0.2846381664276123
37,0.7003896832466125,0.15640807151794434,0.6296905875205994,0.28449830412864685
38,0.6936511397361755,0.1663401871919632,0.6821795701980591,0.22640860080718994
39,0.6701079607009888,0.18327884376049042,0.6128309965133667,0.29552778601646423
40,0.6761844158172607,0.17938898503780365,0.675864040851593,0.2302139699459076
41,0.7058210372924805,0.15192794799804688,0.6530184745788574,0.2511885166168213
42,0.7079676985740662,0.14896260201931,0.6577597856521606,0.2610836625099182
43,0.7083374857902527,0.1486130952835083,0.6293337345123291,0.2843204438686371
44,0.6942821145057678,0.1631796956062317,0.6368058919906616,0.28656601905822754
45,0.6984431743621826,0.15774668753147125,0.6248578429222107,0.2796615660190582
46,0.7093899250030518,0.14560236036777496,0.6794502139091492,0.23609858751296997
47,0.7049093246459961,0.154506653547287,0.6232383251190186,0.2893432080745697
48,0.7129526138305664,0.149014413356781,0.5960004925727844,0.3436428904533386
49,0.7244973182678223,0.1345851570367813,0.6572351455688477,0.26691749691963196
50,0.7304524779319763,0.12893259525299072,0.6465989351272583,0.27472710609436035
51,0.7362514734268188,0.12832209467887878,0.6719558835029602,0.25933659076690674
52,0.7488044500350952,0.11782880872488022,0.668718159198761,0.27556106448173523
53,0.7474713921546936,0.11622393131256104,0.6930058002471924,0.24180184304714203
54,0.7534435987472534,0.11242701858282089,0.6572882533073425,0.2734901010990143
55,0.7494557499885559,0.11328411847352982,0.6702591180801392,0.2466360330581665
56,0.7597042322158813,0.10683760792016983,0.6947815418243408,0.23543111979961395
57,0.7580817341804504,0.1113622710108757,0.6777211427688599,0.2418796420097351
58,0.7541489005088806,0.11254581063985825,0.6915509104728699,0.23303207755088806
59,0.74208664894104,0.12463683634996414,0.6407864093780518,0.27589964866638184
60,0.7079553008079529,0.15536552667617798,0.5865991115570068,0.34711629152297974
61,0.7305099964141846,0.12921594083309174,0.6690095663070679,0.24834208190441132
62,0.7392476797103882,0.1260334849357605,0.6682838201522827,0.24348461627960205
63,0.7423989176750183,0.12104224413633347,0.6771640777587891,0.25099003314971924
64,0.7425529360771179,0.12145035713911057,0.6802695393562317,0.24411000311374664
65,0.7462521195411682,0.11960157006978989,0.645585298538208,0.2765772044658661
66,0.7591916918754578,0.11024502664804459,0.6893978118896484,0.2261638194322586
67,0.7500765919685364,0.1163504347205162,0.6896525621414185,0.24368909001350403
68,0.7678526043891907,0.10138876736164093,0.7208868265151978,0.21399493515491486
69,0.7730511426925659,0.0968867614865303,0.6575731635093689,0.28715285658836365
70,0.7810790538787842,0.09425528347492218,0.7045642137527466,0.22795754671096802
71,0.783119797706604,0.09047098457813263,0.66539067029953,0.2528913915157318
72,0.7822071313858032,0.09313488751649857,0.6710075736045837,0.25418850779533386
73,0.7839105129241943,0.08709240704774857,0.6941038370132446,0.24494703114032745
74,0.7792230844497681,0.09503282606601715,0.7074781656265259,0.22168925404548645
75,0.7792741060256958,0.09442067891359329,0.642848551273346,0.2719622254371643
76,0.7454478144645691,0.11829172074794769,0.6347845196723938,0.29453665018081665
77,0.7397074103355408,0.12734238803386688,0.673379123210907,0.2458750605583191
78,0.7700937390327454,0.09907881170511246,0.6671581268310547,0.26477089524269104
79,0.7731372714042664,0.09673583507537842,0.6940844058990479,0.23031862080097198
80,0.7885960340499878,0.08911383897066116,0.6465631723403931,0.28573206067085266
81,0.791784942150116,0.0836021676659584,0.6756834983825684,0.2491976022720337
82,0.7987821698188782,0.08015963435173035,0.7145236730575562,0.2268322855234146
83,0.7981269359588623,0.07681773602962494,0.7148252725601196,0.21097981929779053
84,0.7918567061424255,0.08534105867147446,0.6739028692245483,0.25219228863716125
85,0.7907698750495911,0.086024709045887,0.6740716695785522,0.24781307578086853
86,0.7907399535179138,0.08612659573554993,0.6922496557235718,0.24175210297107697
87,0.7903684377670288,0.08297118544578552,0.6566888689994812,0.28090018033981323
88,0.7804375886917114,0.09549286216497421,0.6731882095336914,0.25194770097732544
89,0.7913633584976196,0.08238012343645096,0.6962354779243469,0.23000335693359375
90,0.7980309724807739,0.07877777516841888,0.6986220479011536,0.22815382480621338
91,0.7955305576324463,0.08103322237730026,0.6915600895881653,0.25363752245903015
92,0.8028415441513062,0.07652539759874344,0.7102605104446411,0.22390501201152802
93,0.7899001240730286,0.08754860609769821,0.671380877494812,0.2518681585788727
94,0.7673825025558472,0.10372766852378845,0.7006689310073853,0.22181862592697144
95,0.739374577999115,0.12924066185951233,0.6799148321151733,0.2526506185531616
96,0.7748192548751831,0.09787340462207794,0.6801033020019531,0.2555989921092987
97,0.7985934019088745,0.07979927211999893,0.6965609788894653,0.23637330532073975
98,0.7919363975524902,0.08591477572917938,0.6598048210144043,0.2846206724643707
99,0.799497127532959,0.07966611534357071,0.6708941459655762,0.2625502943992615
